Nome,Universidade,Campus,Cidade,Email,Site,Eixo,Temática,Ano de criação,Instagram,Facebook,Twitter,YouTube,Estado,Site na instituição,Wikipedia_title,Wikipedia_URL,Universidade_Wikidata_id
PET Engenharia Química,Universidade Estadual de Campinas,Campus Campinas,Campinas,petfeq@unicamp.br,sites.google.com/unicamp.br/petequnicamp/,Engenharias,,2011,https://instagram.com/petequnicamp,,,https://www.youtube.com/channel/UCPoYJc4g9JuSKpuAYHoH37w, SP,,State University of Campinas,https://en.wikipedia.org/wiki/State_University_of_Campinas,Q2060678
PET Educação,Universidade Federal de Viçosa,Campus Viçosa,Viçosa,peteducacao@ufv.br,www.petedu.ufv.br/,Ciências Humanas,,2010,https://instagram.com/peteduufv,https://cenapet.org/grupos/66/PET%20Educa%C3%A7%C3%A3o%20UFV,,https://cenapet.org/grupos/66/PET%20EDU%20UFV:%20https://www.youtube.com/channel/UCpa0PmfTMiYEofv2b4sfYSA, MG,,Federal University of Viçosa,https://en.wikipedia.org/wiki/Federal_University_of_Vi%C3%A7osa,Q5814528
PET Engenharia Elétrica,Universidade Federal do Ceará,Campus Pici,Fortaleza,pet@dee.ufc.br,www.peteletrica.ufc.br,Engenharias,,1983,https://instagram.com/peteletricaufc,https://www.facebook.com/PetEletricaUfc,,https://www.youtube.com/channel/UCa7ECEIszocpWAeUUHPtZWg, CE,,Federal University of Ceará,https://en.wikipedia.org/wiki/Federal_University_of_Cear%C3%A1,Q2749558
PET Administração,Universidade Federal do Amazonas,Campus Manaus,Manaus,petadmufam0@gmail.com,petadmufam.com.br,Ciências Sociais Aplicadas,,1989,https://instagram.com/petadmufam,https://www.facebook.com/petadmufam/,,, AM,ufam.edu.br/ultimas-noticias/1718-programa-de-educacao-tutorial-pet-do-curso-de-administracao-divulga-atividades-online-para-o-mes-de-agosto.html,Federal University of Amazonas,https://en.wikipedia.org/wiki/Federal_University_of_Amazonas,Q5440476
PET Medicina,Universidade Federal do Amazonas,Campus Manaus,Manaus,petufammedicina@gmail.com,,Ciências da Saúde,,1994,https://instagram.com/petmedicinaufam,,,, AM,,Federal University of Amazonas,https://en.wikipedia.org/wiki/Federal_University_of_Amazonas,Q5440476
PET AgroEnergia,Universidade Federal Rural de Pernambuco,Campus Dois Irmãos,Recife,petagroenergia@ufrpe.br,petagroenergi2.wixsite.com/pet-agroenergia,Ciências Agrárias,Inovação tecnológica,2012,https://instagram.com/petagroenergia,https://www.facebook.com/petagroenergia.ufrpe,https://twitter.com/petagroenergia,https://www.youtube.com/channel/UCuMZVkHYad8jwtEztNqzKrQ, PE,,Federal Rural University of Pernambuco,https://en.wikipedia.org/wiki/Federal_Rural_University_of_Pernambuco,Q7894368
PET Comunicação Social,Universidade Federal do Amazonas,Campus Manaus,Manaus,petcomufam@hotmail.com,medium.com/petcomufam/about,Ciências Sociais Aplicadas,,1988,https://instagram.com/petcomufam,https://www.facebook.com/petcomufam,https://twitter.com/petcomufam,https://www.youtube.com/user/petcomufam, AM,medium.com/petcomufam/about,Federal University of Amazonas,https://en.wikipedia.org/wiki/Federal_University_of_Amazonas,Q5440476
PET Engenharia de Controle e Automação,Centro Federal de Educação Tecnológica de Minas Gerais,Campus Leopoldina,Leopoldina,petencaut2011@gmail.com,,Engenharias,Desenvolvimento de ferramental para a área de controle e automação,2010,https://instagram.com/petencaut,,,https://youtube.com/user/Petencaut, MG,www.petencaut.cefetmg.br/,Federal Center for Technological Education of Minas Gerais,https://en.wikipedia.org/wiki/Federal_Center_for_Technological_Education_of_Minas_Gerais,Q159106
PET Geografia,Fundação Universidade Federal da Grande Dourados,Campus Unidade II,Dourados,petgeoufgd@gmail.com,petgeoufgd.blogspot.com/,Ciências Humanas,,2008,https://instagram.com/petgeografiaufgd,https://www.facebook.com/PetGeografiaUFGD/,,https://www.youtube.com/channel/UChjuKren2gsD1NmEUS8KlUQ, MS,,Federal University of Rio de Janeiro,https://en.wikipedia.org/wiki/Federal_University_of_Rio_de_Janeiro,
PET Química,Universidade Federal de Alagoas,Campus Arapiraca,Arapiraca,ufal.pet.quimica@gmail.com,petquimicaufal.wixsite.com/petquimica,Ciências Exatas e da Terra,,2010,https://instagram.com/petquimicaufal,https://facebook.com/petquimicaufal,,, AL,ufal.br/estudante/graduacao/programas/educacao-tutorial-pet/pet-quimica,Federal University of Alagoas,https://en.wikipedia.org/wiki/Federal_University_of_Alagoas,Q5440475
PET Arquitetura,Universidade Federal de Alagoas,Campus A. C. Simões,Maceió,petarqufal@gmail.com,petarqufal.wixsite.com/petarq,Ciências Sociais Aplicadas,,1995,https://instagram.com/petarqufal,https://www.facebook.com/petarqufal/,https://twitter.com/petarqufal,https://www.youtube.com/channel/UCYyQMtfgdr49mnu2_MSYpSQ, AL,pet.ufal.br/petarq,Federal University of Alagoas,https://en.wikipedia.org/wiki/Federal_University_of_Alagoas,Q5440475
PET Matemática,Universidade Federal de Santa Maria,Campus Santa Maria,Santa_Maria,pet.matematica@ufsm.br,,Ciências Exatas e da Terra,,1992,https://instagram.com/petmatematicaufsm,https://www.facebook.com/petmatematicaufsm,,https://www.youtube.com/channel/UCbybdrX0tWjkQMHE3QP2JOg, RS,www.ufsm.br/pet/matematica/,Federal University of Santa Maria,https://en.wikipedia.org/wiki/Federal_University_of_Santa_Maria,Q3790133
PET Engenharia Civil,Universidade Federal de Alagoas,Campus A. C. Simões,Maceió,petengcv@gmail.com,www.petcivilufal.com/,Engenharias,,1988,https://instagram.com/petcivilufal,https://www.facebook.com/petcvufal,,https://www.youtube.com/PETCivilUFAL, AL,ufal.br/estudante/graduacao/programas/educacao-tutorial-pet/pet-engenharia-civil,Federal University of Alagoas,https://en.wikipedia.org/wiki/Federal_University_of_Alagoas,Q5440475
PET EEL UFSC,Universidade Federal de Santa Catarina,Campus Florianópolis,Florianópolis,peteel@gmail.com,www.peteel.ufsc.br/,Engenharias,,1991,https://instagram.com/peteelufsc,https://www.facebook.com/peteelufsc/,,https://www.youtube.com/user/PETEELchannel, SC,,Federal University of Santa Catarina,https://en.wikipedia.org/wiki/Federal_University_of_Santa_Catarina,Q1851075
PET Engenharias da Mobilidade,Universidade Federal de Santa Catarina,Campus Joinville,Joinville,petemb.ufsc@gmail.com,petemb.ufsc.br/,Engenharias,,2010,https://instagram.com/petembufsc,https://www.facebook.com/petembufsc,,https://www.youtube.com/channel/UCq6kdbBkf0RAGTuSzhMk_Vg/featured, SC,petemb.ufsc.br/,Federal University of Santa Catarina,https://en.wikipedia.org/wiki/Federal_University_of_Santa_Catarina,Q1851075
PET Conexões de Saberes - Licenciaturas e Serviço Social,Universidade Federal do Triângulo Mineiro,Campus Uberaba,Uberaba,petcscsn@gmail.com,,Interdisciplinar,Trabalho/educação/educação popular/meio ambiente/questão social,2010,https://instagram.com/https://instagram.com/pet_lss?igshid=277hs5gkrq6x,https://www.facebook.com/LicenciaturasEServicoSocial/,,, MG,,Federal University of Triângulo Mineiro,https://en.wikipedia.org/wiki/Federal_University_of_Tri%C3%A2ngulo_Mineiro,Q10387837
PET Engenharia de Produção,Universidade Federal de Santa Catarina,Campus Florianópolis,Florianópolis,petepsufsc@gmail.com,www.peteps.com.br/,Engenharias,,1982,https://instagram.com/petproducaoufsc,https://www.facebook.com/peteps,,https://www.youtube.com/channel/UCD9kKs-IpDhO9OoU9sX_krQ, SC,,Federal University of Santa Catarina,https://en.wikipedia.org/wiki/Federal_University_of_Santa_Catarina,Q1851075
PET Odontologia,Universidade Estadual de Feira de Santana,Campus Feira de Santana,Feira_de_Santana,petodontologia@uefs.br,sites.google.com/uefs.br/pet-odontologia-uefs/in%C3%ADcio,Ciências da Saúde,,2007,https://instagram.com/petodontouefs,https://www.facebook.com/petodontouefs/,,https://www.youtube.com/channel/UC-rzOgse1nQioPywozFoGvA, BA,,Feira de Santana,https://en.wikipedia.org/wiki/Feira_de_Santana,
PET Economia,Universidade Estadual de Feira de Santana,Campus Feira de Santana,Feira_de_Santana,csj@uefs.br,,Ciências Sociais Aplicadas,,2008,https://instagram.com/https://www.instagram.com/peteconomia/?hl=pt,https://www.facebook.com/peteconomiauefs/,,, BA,,Feira de Santana,https://en.wikipedia.org/wiki/Feira_de_Santana,
PET Matemática,Universidade Federal de Santa Catarina,Campus Florianópolis,Florianópolis,grupo@pet.mtm.ufsc.br,pet.mtm.ufsc.br/,Ciências Exatas e da Terra,,1991,https://instagram.com/pet.mtm.ufsc,https://www.facebook.com/pet.mtm.ufsc,,https://www.youtube.com/channel/UCmUgi9KEASBbXKoUxEdpJ4w, SC,petmatematica.paginas.ufsc.br/,Federal University of Santa Catarina,https://en.wikipedia.org/wiki/Federal_University_of_Santa_Catarina,Q1851075
PET Arquitetura e Urbanismo UFSC,Universidade Federal de Santa Catarina,Campus Florianópolis,Florianópolis,petarq@gmail.com,petarq.wordpress.com/,Ciências Sociais Aplicadas,,1992,https://instagram.com/petarqufsc,https://www.facebook.com/PET-ARQ-UFSC-174590199283599/,,https://www.youtube.com/user/petarquiteturaufsc, SC,,Federal University of Santa Catarina,https://en.wikipedia.org/wiki/Federal_University_of_Santa_Catarina,Q1851075
PET Matemática,Universidade Federal do Espírito Santo,Campus Goiabeiras,Vitória,petmatufes1@gmail.com,petmatematica.ufes.br/,Ciências Exatas e da Terra,,1991,https://instagram.com/petmat.ufes,https://pt-br.facebook.com/PetMatUFES,,https://www.youtube.com/channel/UCuBZwN2pozXDJixi8oKracw/featured, ES,prograd.ufes.br/PET,Federal University of Espírito Santo,https://en.wikipedia.org/wiki/Federal_University_of_Esp%C3%ADrito_Santo,Q10387830
PET Biologia,Universidade Federal de Santa Catarina,Campus Florianópolis,Florianópolis,petbiologiaufsc@gmail.com,petbiologia.ufsc.br/,Ciências Biológicas,,1992,https://instagram.com/petbiologiaufsc,https://cenapet.org/grupos/88/facebook.com/pg/petbiologiaufsc,,https://www.youtube.com/channel/UCRZG_4_ZkpB0radxnB9pSaQ, SC,,Federal University of Santa Catarina,https://en.wikipedia.org/wiki/Federal_University_of_Santa_Catarina,Q1851075
PET Engenharia Elétrica,Fundação Universidade do Estado de Santa Catarina,Campus Joinville,Joinville,pet.udesc@gmail.com,www.udesc.br/cct/peteletrica,Engenharias,,1994,https://instagram.com/peteel.udesc,https://www.facebook.com/peteel.udesc,,https://www.youtube.com/user/UDESCPETeletrica, SC,www.udesc.br/servicos/pets,,,
PET Biomecânica,Universidade Federal do Vale do São Francisco,Campus Sede - Petrolina,Petrolina,rodrigo.carvalho@univasf.edu.br,,Ciências da Saúde,Biomecânica e Prática Baseada em Evidências,2010,https://instagram.com/pbe.univasf,https://www.facebook.com/PetBiomecanica,,https://www.youtube.com/channel/UCrIM15Sp2XzJ4Nw2IxiE2zw, PE,portais.univasf.edu.br/proen/departamentos/diretoria-de-programas-especiais-de-graduacao/programa-de-educacao-tutorial-pet,Federal University of the São Francisco Valley,https://en.wikipedia.org/wiki/Federal_University_of_the_S%C3%A3o_Francisco_Valley,
PET Serviço Social,Universidade Federal de Santa Catarina,Campus Florianópolis,Florianópolis,pet.servicosocial@contato.ufsc.br,petservicosocial.ufsc.br/pet/,Ciências Sociais Aplicadas,Serviço Social,1992,https://instagram.com/https://www.instagram.com/petssoufsc/,https://www.facebook.com/petservicosocialufsc,,https://www.youtube.com/user/PETSSO1, SC,petservicosocial.ufsc.br/pet/,Federal University of Santa Catarina,https://en.wikipedia.org/wiki/Federal_University_of_Santa_Catarina,Q1851075
PET Psicologia,Universidade Federal de Alagoas,Campus A. C. Simões,Maceió,petpsico.ufal@gmail.com,,Ciências Humanas,,2008,https://instagram.com/petpsicoufal,,,https://www.youtube.com/user/PETPsicoUFAL, AL,ip.ufal.br/pt-br/graduacao/psicologia/institucional/programas/pet-programa-de-educacao-tutorial,Federal University of Alagoas,https://en.wikipedia.org/wiki/Federal_University_of_Alagoas,Q5440475
PET Ciência da Computação,Universidade Federal do Paraná,Campus Centro Politécnico,Curitiba,pet@inf.ufpr.br,web.inf.ufpr.br/,Ciências Exatas e da Terra,,1992,https://instagram.com/petcompufpr,https://www.facebook.com/petcompufpr,https://twitter.com/petcompufpr,, PR,,Federal University of Paraná,https://en.wikipedia.org/wiki/Federal_University_of_Paran%C3%A1,Q1232831
PET Bacharelado em Zootecnia,Universidade Estadual de Maringá,Campus Sede,Maringá,grupo-pet-zoo@googlegroups.com,www.instagram.com/petzootecniauem/?hl=pt,Ciências Agrárias,,1996,https://instagram.com/petzootecniauem,https://www.facebook.com/petzoouem,,https://www.youtube.com/channel/UCRCpFAxbdi5QBtaRWT60guA, PR,sites.uem.br/dzo-pet/,State University of Maringá,https://en.wikipedia.org/wiki/State_University_of_Maring%C3%A1,Q7894365
PET Pedagogia UFSC,Universidade Federal de Santa Catarina,Campus Florianópolis,Florianópolis,petpedagogia07@gmail.com,,Ciências Humanas,"São três eixos de foco das ações do grupo: Processos Educativos, sujeitos e Relações Raciais (ERER); Núcleo de pesquisa da EJA – Práticas Educativas E Processos De Escolarização de Educação De Jovens E Adultos (EJA); Literatura Infantil e Juvenil.",2007,https://instagram.com/petpedagogia07,https://www.facebook.com/PETPedagogiaUFSC/,,https://www.youtube.com/channel/UCEwbqXp4S9sZbbDWRe_UAqw, SC,petpedagogiaufsc.paginas.ufsc.br/,Federal University of Santa Catarina,https://en.wikipedia.org/wiki/Federal_University_of_Santa_Catarina,Q1851075
PET Engenharia de Computação,Universidade Tecnológica Federal do Paraná,Campus Curitiba,Curitiba,petecoutfpr@gmail.com,dainf.ct.utfpr.edu.br/peteco/,Engenharias,,2010,https://instagram.com/peteco_utfpr,https://www.facebook.com/petecoutf,,https://www.youtube.com/c/PETECOUTFPR/featured, PR,dainf.ct.utfpr.edu.br/peteco/,Federal University of Technology – Paraná,https://en.wikipedia.org/wiki/Federal_University_of_Technology_%E2%80%93_Paran%C3%A1,Q1131055
PET CoCE,Universidade Tecnológica Federal do Paraná,Campus Curitiba,Curitiba,petcoce.rh@gmail.com,www.dainf.ct.utfpr.edu.br/petcoce/,Interdisciplinar,Computação e Inclusão,2010,https://instagram.com/petcoce_utfpr,https://facebook.com/petcoce,,https://www.youtube.com/channel/UCeVybTTPnKXIzhtgzP1fX2A, PR,www.dainf.ct.utfpr.edu.br/petcoce/,Federal University of Technology – Paraná,https://en.wikipedia.org/wiki/Federal_University_of_Technology_%E2%80%93_Paran%C3%A1,Q1131055
PET Zootecnia,Universidade Tecnológica Federal do Paraná,Campus Dois Vizinhos,Dois_Vizinhos,petzootecnia.utfpr.dv@gmail.com,,Ciências Agrárias,,2007,https://instagram.com/petzootecnia_utfprdv,https://www.facebook.com/petzooutfprdv,,https://www.youtube.com/channel/UCl0tGR6BNCan0gUN5yjSDuA, PR,portal.utfpr.edu.br/cursos/coordenacoes/graduacao/dois-vizinhos/dv-zootecnia/area-academica/projetos-de-graduacao,Federal University of Technology – Paraná,https://en.wikipedia.org/wiki/Federal_University_of_Technology_%E2%80%93_Paran%C3%A1,Q1131055
PET ENGENHARIA QUÍMICA,Universidade Tecnológica Federal do Paraná,Campus Ponta Grossa,Ponta_Grossa,pet-pg@utfpr.edu.br,pet-pg.wixsite.com/pet-eq,Engenharias,,2012,https://instagram.com/%20petequtfprpg,https://www.facebook.com/petequtfpr,,https://www.youtube.com/channel/UCHXHVAsPVKnd8RxTLIY8OUA, PR,,Federal University of Technology – Paraná,https://en.wikipedia.org/wiki/Federal_University_of_Technology_%E2%80%93_Paran%C3%A1,Q1131055
PET Política Públicas,Universidade Tecnológica Federal do Paraná,Campus Curitiba,Curitiba,comunicacao.petpp@gmail.com,petpp.utfpr.edu.br/,Interdisciplinar,Políticas Públicas,2012,https://instagram.com/pet.politicaspublicas,https://www.facebook.com/petpputfpr,,, PR,petpp.utfpr.edu.br/,Federal University of Technology – Paraná,https://en.wikipedia.org/wiki/Federal_University_of_Technology_%E2%80%93_Paran%C3%A1,Q1131055
PET Tecnologia em Alimentos,Universidade Tecnológica Federal do Paraná,Campus Londrina,Londrina,alimentospet@gmail.com,,Ciências Agrárias,,2010,https://instagram.com/pet_tecnologiaemalimentos,https://www.facebook.com/petalimentosutfprld,,https://www.youtube.com/channel/UC9Q_LBDDCCLZeG7Lx92qakQ/featured, PR,,Federal University of Technology – Paraná,https://en.wikipedia.org/wiki/Federal_University_of_Technology_%E2%80%93_Paran%C3%A1,Q1131055
PET Agronomia,Universidade Tecnológica Federal do Paraná,Campus Pato Branco,Pato_Branco,petagronomiautfpr@gmail.com,petagronomia.wordpress.com/,Ciências Agrárias,,2006,https://instagram.com/petagronomiautfpr,,,https://www.youtube.com/user/PETAgroUTFPR, PR,portal.utfpr.edu.br/cursos/coordenacoes/graduacao/pato-branco/pb-agronomia/area-academica/projetos-de-graduacao,Federal University of Technology – Paraná,https://en.wikipedia.org/wiki/Federal_University_of_Technology_%E2%80%93_Paran%C3%A1,Q1131055
PET Física,Universidade Estadual de Maringá,Campus Sede,Maringá,petfisicauem@gmail.com,petfisicauem.wixsite.com/petfisicauem,Ciências Exatas e da Terra,,1991,https://instagram.com/petfisicauem,https://www.facebook.com/petfisicauem,,https://www.youtube.com/channel/UC7-TUbyF6VFE9QvxUoq2lrQ, PR,,State University of Maringá,https://en.wikipedia.org/wiki/State_University_of_Maring%C3%A1,Q7894365
PET em Ciência da Computação,Universidade do Estado do Rio Grande do Norte,Campus Mossoró,Mossoró,petcc@uern.br,petcc.uern.br,Ciências Exatas e da Terra,,2010,https://instagram.com/petccuern,,,, RN,petcc.uern.br,Rio Grande do Norte,https://en.wikipedia.org/wiki/Rio_Grande_do_Norte,
PET Agronomia - IFPA,"Instituto Federal de Educação, Ciência e Tecnologia do Pará",Campus Castanhal,Castanhal,petagro_ifpa@yahoo.com.br,,Ciências Agrárias,,2010,https://instagram.com/petagro_ifpa,https://www.facebook.com/petagro.agronomia,,https://www.youtube.com/channel/UCJ9hPoIefUR7g8kxR6tbK4w/featured, PA,proen.ifpa.edu.br/pet,Belém,https://en.wikipedia.org/wiki/Bel%C3%A9m,
"PET Zootecnia ""João Dimas Graciano""",Fundação Universidade Federal da Grande Dourados,Campus Unidade II,Dourados,rodrigogarcia@ufgd.edu.br,petzooufgd.blogspot.com/,Ciências Agrárias,Zootecnia,2007,https://instagram.com/petzootec_ufgd,https://www.facebook.com/pg/PETZootecniaUFGD/,,https://www.youtube.com/channel/UCzXCmnRAxrhF6rHWF8GT_Ig, MS,portal.ufgd.edu.br/programas/pet/index,Federal University of Rio de Janeiro,https://en.wikipedia.org/wiki/Federal_University_of_Rio_de_Janeiro,
PET Zootecnia UFSM,Universidade Federal de Santa Maria,Campus Santa Maria,Santa_Maria,petzootecniaufsm@gmail.com,,Ciências Agrárias,,2009,https://instagram.com/petzootecnia_ufsm,https://www.facebook.com/petzootecnia,,https://www.youtube.com/channel/UCkLnE9et1vq1b-zp227u-GA, RS,www.ufsm.br/pet/zootecnia/,Federal University of Santa Maria,https://en.wikipedia.org/wiki/Federal_University_of_Santa_Maria,Q3790133
PET Bacharelado em Bioquímica,Universidade Federal de Viçosa,Campus Viçosa,Viçosa,petbioquimicaufv@gmail.com,petbqiufv.wixsite.com/petbqi,Ciências Biológicas,,2010,https://instagram.com/petbioquimica,https://www.facebook.com/petbqiufv,,https://www.youtube.com/channel/UCj9zhyjqip2G0SsFWUNb4Gg, MG,www.petecd.ufv.br/?page_id=66,Federal University of Viçosa,https://en.wikipedia.org/wiki/Federal_University_of_Vi%C3%A7osa,Q5814528
PET Nutrição,Universidade Federal de Viçosa,Campus Viçosa,Viçosa,petnut@ufv.br,,Ciências da Saúde,,1990,https://instagram.com/petnut.ufv,https://facebook.com/petnutricaoufv/,,, MG,pe1nutufv.wixsite.com/petnut,Federal University of Viçosa,https://en.wikipedia.org/wiki/Federal_University_of_Vi%C3%A7osa,Q5814528
PET Geologia UFC,Universidade Federal do Ceará,Campus Pici,Fortaleza,petgeologiaufc@gmail.com,,Ciências Exatas e da Terra,,2016,https://instagram.com/protopetgeologia,https://www.facebook.com/protopetgeologiaUFC,,, CE,,Federal University of Ceará,https://en.wikipedia.org/wiki/Federal_University_of_Cear%C3%A1,Q2749558
PET Engenharia Florestal,Universidade Federal do Amazonas,Campus Manaus,Manaus,florestal.pet.ufam@gmail.com,,Ciências Agrárias,,1993,https://instagram.com/petflorestal_ufam,https://facebook.com/petflorestal.ufam/,,https://www.youtube.com/channel/UC8QDtg2xfrtfdjt2nlMrL7Q, AM,,Federal University of Amazonas,https://en.wikipedia.org/wiki/Federal_University_of_Amazonas,Q5440476
PET Elétrica,Universidade Federal de Mato Grosso do Sul,Campus Cidade Universitária,Campo_Grande,pet.eletrica.ufms@gmail.com,,Engenharias,"Estudo e desenvolvimento de ações na área de conservação de energia elétrica, mediante análises/simulações, otimizações de equipamentos, visando estabelecer economia de energia nas instalações e circuitos elétricos.",1994,https://instagram.com/petelufms,https://www.facebook.com/petelufms/,,https://youtube.com/channel/UC9KQM4uY6Vsr1h2hQh049wg, MS,engeletrica.ufms.br/pet/,Mato Grosso do Sul,https://en.wikipedia.org/wiki/Mato_Grosso_do_Sul,
PET Fronteira,Universidade Federal de Mato Grosso do Sul,Campus Ponta Porã,Ponta_Porã,anderson.lima@ufms.br,,Ciências Exatas e da Terra,,2010,https://instagram.com/petfronteira,https://www.facebook.com/pet.fronteira,,https://www.youtube.com/channel/UCmXYZOcW41XLfjlisLgv5eA, MS,,Mato Grosso do Sul,https://en.wikipedia.org/wiki/Mato_Grosso_do_Sul,
PET Administração,Universidade Federal de Campina Grande,Campus Campina Grande,Campina_Grande,petadmufcg@gmail.com,www.petadministracao.ufcg.edu.br/,Ciências Sociais Aplicadas,,2010,https://instagram.com/petadmufcg,https://www.facebook.com/petadmufcg,https://twitter.com/petadmufcg,https://www.youtube.com/user/PETAdministracaoCG, PB,,Federal University of Campina Grande,https://en.wikipedia.org/wiki/Federal_University_of_Campina_Grande,Q3848464
GET Medicina,Universidade Federal de Juiz de Fora,Campus Juiz de Fora,Juiz_de_Fora,get.medicina@gmail.com,,Ciências da Saúde,Medicina,2009,https://instagram.com/get.medicina.ufjf,https://www.facebook.com/profile.php?id=100010984934399,,https://www.youtube.com/channel/UCxg5aEYdVuG5jVy3otkW4fA, MG,www.ufjf.br/getmedicina/,Federal University of Juiz de Fora,https://en.wikipedia.org/wiki/Federal_University_of_Juiz_de_Fora,Q7894373
PET Licenciaturas,"Instituto Federal de Educação, Ciência e Tecnologia da Bahia",Campus Porto Seguro,Porto_Seguro,petlicenciaturasifba@gmail.com,,Interdisciplinar,,2013,https://instagram.com/pet_licenciaturas,https://www.facebook.com/petlicenciaturasps,,https://www.youtube.com/channel/UCZZS04CDhgiuDfobQUG5icg/about, BA,,Bahia,https://en.wikipedia.org/wiki/Bahia,
PET Biblioteconomia,Universidade Federal do Maranhão,Campus São Luís,São_Luís,petbiblioteconomiaufma@gmail.com,petbiblioteconomiaufma.wordpress.com/,Ciências Sociais Aplicadas,,1988,https://instagram.com/petbiblioufma,https://www.facebook.com/pg/petbiblioteconomiaufma/,,, MA,,Federal University of Maranhão,https://en.wikipedia.org/wiki/Federal_University_of_Maranh%C3%A3o,Q5440477
PET Engenharia Elétrica,Universidade Federal da Paraíba,Campus João Pessoa,João_Pessoa,pet.eletrica@cear.ufpb.br,www.cear.ufpb.br/peteletrica,Engenharias,,2013,https://instagram.com/peteletrica,,,https://www.youtube.com/c/PETEl%C3%A9tricaUFPBMinicursos, PB,,Federal University of Paraíba,https://en.wikipedia.org/wiki/Federal_University_of_Para%C3%ADba,Q5440479
PET Floresta,Universidade Federal Rural do Rio de Janeiro,Campus Seropédica,Seropédica,petfloresta.rural@gmail.com,,Ciências Agrárias,Práticas Sustentáveis,2010,https://instagram.com/https://www.instagram.com/petflorestaufrrj/?hl=pt-br,https://www.facebook.com/PETFloresta.UFRuralRJ,,https://www.youtube.com/channel/UC_GzH3oxhS2c7cRbsVzGSCQ, RJ,r1.ufrrj.br/grupospetrural/pet-floresta/,Federal Rural University of Rio de Janeiro,https://en.wikipedia.org/wiki/Federal_Rural_University_of_Rio_de_Janeiro,Q7834196
PET Engenharia Mecânica,Universidade Federal de Campina Grande,Campus Campina Grande,Campina_Grande,petmeccampina@gmail.com,petmec-cg.wixsite.com/petmec-cg,Engenharias,,2012,https://instagram.com/petmeccampina,https://www.facebook.com/PetmecCg,,https://www.youtube.com/channel/UCsbVSffIKclcuvTmdQyzCug, PB,,Federal University of Campina Grande,https://en.wikipedia.org/wiki/Federal_University_of_Campina_Grande,Q3848464
PROPET Fonoaudiologia,Universidade Federal Fluminense,Campus Nova Friburgo,Nova_Friburgo,petfono1@gmail.com,sites.google.com/view/propetfono/home,Ciências da Saúde,,2013,https://instagram.com/pro_pet_fono,https://www.facebook.com/pet.fono.5/,,https://www.youtube.com/channel/UCCC6GXBLq05StzdhsyHK-qQ, RJ,,Fluminense Federal University,https://en.wikipedia.org/wiki/Fluminense_Federal_University,Q280247
PET Bacharelado em Zootecnia,Universidade Federal Rural de Pernambuco,Campus Dois Irmãos,Recife,petzootecniaufrpe1@gmail.com,www.petzootecnia.com.br,Ciências Agrárias,"Extensão, pesquisa e ensino em zootecnia",1992,https://instagram.com/petzootecniaufrpe,https://www.facebook.com/petzootec/,,https://www.youtube.com/channel/UCiFSn47d_8k97QmwyTJ0uNA, PE,,Federal Rural University of Pernambuco,https://en.wikipedia.org/wiki/Federal_Rural_University_of_Pernambuco,Q7894368
PET Bacharelado em Ciências Biológicas,Universidade Federal Rural de Pernambuco,Campus Dois Irmãos,Recife,petbio@gmail.com,,Ciências Biológicas,,1991,https://instagram.com/petbioufrpe,https://www.facebook.com/PETbiologiaUFRPE/,,, PE,,Federal Rural University of Pernambuco,https://en.wikipedia.org/wiki/Federal_Rural_University_of_Pernambuco,Q7894368
PET Zootecnia,Universidade Federal de Uberlândia,Campus Glória,Glória,ufu.zoopet@gmail.com,www.petzoo.famev.ufu.br,Ciências Agrárias,,2011,https://instagram.com/zoopetufu,,,, MG,www.famev.ufu.br/unidades/pet/pet-do-curso-de-zootecnia,Federal University of Uberlândia,https://en.wikipedia.org/wiki/Federal_University_of_Uberl%C3%A2ndia,Q5440489
PET Bacharelado em Sistemas de Informação,Universidade Federal de Uberlândia,Campus Santa Mônica,Uberlândia,petsiufu@gmail.com,www.petsi.facom.ufu.br/,Interdisciplinar,,2012,https://instagram.com/petsi_ufu,https://cenapet.org/grupos/125/facebook.com/petsi.ufu,https://twitter.com/petsiufu,, MG,,Federal University of Uberlândia,https://en.wikipedia.org/wiki/Federal_University_of_Uberl%C3%A2ndia,Q5440489
PET Geografia,Universidade Federal de Mato Grosso do Sul,Campus Três Lagoas - Unidade I,Três_Lagoas,pet-geo.cptl@ufms.br,petgeoufmscptl.blogspot.com/,Ciências Humanas,Geografia,1988,https://instagram.com/petgeo_cptl,https://facebook.com/petgeografiaufmscptl/,,https://youtube.com/channel/UCQzbR_hrt4clC8dLA79DJ4g, MS,,Mato Grosso do Sul,https://en.wikipedia.org/wiki/Mato_Grosso_do_Sul,
PET Administração Pública,Universidade Estadual Paulista Júlio de Mesquita Filho,Campus Araraquara,Araraquara,petadm@gmail.com,,Ciências Sociais Aplicadas,,1992,https://instagram.com/petadmpublicaunesp,https://www.facebook.com/PETAdministracaoPublica,,https://www.youtube.com/user/jubusnardi, SP,www.fclar.unesp.br/#!/petadmpublica,São Paulo State University,https://en.wikipedia.org/wiki/S%C3%A3o_Paulo_State_University,Q1817137
PET Intercultural Indígena,Universidade Federal de Pernambuco,Campus Caruaru,Caruaru,daniel.ferreirasilva@ufpe.br,,Interdisciplinar,,2010,https://instagram.com/petindigenaufpe,,,, PE,,Federal University of Pernambuco,https://en.wikipedia.org/wiki/Federal_University_of_Pernambuco,Q2322256
