Nome,Universidade,Campus,Cidade,Email,Site,Eixo,Temática,Ano de criação,Instagram,Facebook,Twitter,YouTube,Contato1,Estado,Site na instituição
PET Conexões de Saberes - Licenciaturas e Serviço Social,Universidade Federal do Triângulo Mineiro,Campus Uberaba,Uberaba ,petcscsn@gmail.com,,Interdisciplinar,Trabalho/educação/educação popular/meio ambiente/questão social,2010,https://instagram.com/https://instagram.com/pet_lss?igshid=277hs5gkrq6x,https://www.facebook.com/LicenciaturasEServicoSocial/,,,, MG,
PET Engenharia de Produção,Universidade Federal de Santa Catarina,Campus Florianópolis,Florianópolis ,petepsufsc@gmail.com,www.peteps.com.br/,Engenharias,,1982,https://instagram.com/petproducaoufsc,https://www.facebook.com/peteps,,https://www.youtube.com/channel/UCD9kKs-IpDhO9OoU9sX_krQ,https://www.linkedin.com/company/petengenhariadeproducao/, SC,
PET Odontologia,Universidade Estadual de Feira de Santana,Campus Feira de Santana,Feira de Santana ,petodontologia@uefs.br,sites.google.com/uefs.br/pet-odontologia-uefs/in%C3%ADcio,Ciências da Saúde,,2007,https://instagram.com/petodontouefs,https://www.facebook.com/petodontouefs/,,https://www.youtube.com/channel/UC-rzOgse1nQioPywozFoGvA,, BA,
PET Economia,Universidade Estadual de Feira de Santana,Campus Feira de Santana,Feira de Santana ,csj@uefs.br,,Ciências Sociais Aplicadas,,2008,https://instagram.com/https://www.instagram.com/peteconomia/?hl=pt,https://www.facebook.com/peteconomiauefs/,,,, BA,
PET Matemática,Universidade Federal de Santa Catarina,Campus Florianópolis,Florianópolis ,grupo@pet.mtm.ufsc.br,pet.mtm.ufsc.br/,Ciências Exatas e da Terra,,1991,https://instagram.com/pet.mtm.ufsc,https://www.facebook.com/pet.mtm.ufsc,,https://www.youtube.com/channel/UCmUgi9KEASBbXKoUxEdpJ4w,, SC,petmatematica.paginas.ufsc.br/
PET Arquitetura e Urbanismo UFSC,Universidade Federal de Santa Catarina,Campus Florianópolis,Florianópolis ,petarq@gmail.com,petarq.wordpress.com/,Ciências Sociais Aplicadas,,1992,https://instagram.com/petarqufsc,https://www.facebook.com/PET-ARQ-UFSC-174590199283599/,,https://www.youtube.com/user/petarquiteturaufsc,https://issuu.com/petarqufsc, SC,
PET Matemática,Universidade Federal do Espírito Santo,Campus Goiabeiras,Vitória ,petmatufes1@gmail.com,petmatematica.ufes.br/,Ciências Exatas e da Terra,,1991,https://instagram.com/petmat.ufes,https://pt-br.facebook.com/PetMatUFES,,https://www.youtube.com/channel/UCuBZwN2pozXDJixi8oKracw/featured,, ES,prograd.ufes.br/PET
PET Biologia,Universidade Federal de Santa Catarina,Campus Florianópolis,Florianópolis ,petbiologiaufsc@gmail.com,petbiologia.ufsc.br/,Ciências Biológicas,,1992,https://instagram.com/petbiologiaufsc,https://cenapet.org/grupos/88/facebook.com/pg/petbiologiaufsc,,https://www.youtube.com/channel/UCRZG_4_ZkpB0radxnB9pSaQ,, SC,
PET Engenharia Elétrica,Fundação Universidade do Estado de Santa Catarina,Campus Joinville,Joinville ,pet.udesc@gmail.com,www.udesc.br/cct/peteletrica,Engenharias,,1994,https://instagram.com/peteel.udesc,https://www.facebook.com/peteel.udesc,,https://www.youtube.com/user/UDESCPETeletrica,https://www.linkedin.com/company/pet-engenharia-el%C3%A9trica/, SC,www.udesc.br/servicos/pets
PET Biomecânica,Universidade Federal do Vale do São Francisco,Campus Sede - Petrolina,Petrolina ,rodrigo.carvalho@univasf.edu.br,,Ciências da Saúde,Biomecânica e Prática Baseada em Evidências,2010,https://instagram.com/pbe.univasf,https://www.facebook.com/PetBiomecanica,,https://www.youtube.com/channel/UCrIM15Sp2XzJ4Nw2IxiE2zw,, PE,portais.univasf.edu.br/proen/departamentos/diretoria-de-programas-especiais-de-graduacao/programa-de-educacao-tutorial-pet
PET Serviço Social,Universidade Federal de Santa Catarina,Campus Florianópolis,Florianópolis ,pet.servicosocial@contato.ufsc.br,petservicosocial.ufsc.br/pet/,Ciências Sociais Aplicadas,Serviço Social,1992,https://instagram.com/https://www.instagram.com/petssoufsc/,https://www.facebook.com/petservicosocialufsc,,https://www.youtube.com/user/PETSSO1,https://revistapindorama.paginas.ufsc.br/, SC,petservicosocial.ufsc.br/pet/
PET Psicologia,Universidade Federal de Alagoas,Campus A. C. Simões,Maceió ,petpsico.ufal@gmail.com,,Ciências Humanas,,2008,https://instagram.com/petpsicoufal,,,https://www.youtube.com/user/PETPsicoUFAL,, AL,ip.ufal.br/pt-br/graduacao/psicologia/institucional/programas/pet-programa-de-educacao-tutorial
PET Ciência da Computação,Universidade Federal do Paraná,Campus Centro Politécnico,Curitiba ,pet@inf.ufpr.br,web.inf.ufpr.br/,Ciências Exatas e da Terra,,1992,https://instagram.com/petcompufpr,https://www.facebook.com/petcompufpr,https://twitter.com/petcompufpr,,https://www.linkedin.com/company/petcomputacaoufpr/, PR,
PET Bacharelado em Zootecnia,Universidade Estadual de Maringá,Campus Sede,Maringá ,grupo-pet-zoo@googlegroups.com,www.instagram.com/petzootecniauem/?hl=pt,Ciências Agrárias,,1996,https://instagram.com/petzootecniauem,https://www.facebook.com/petzoouem,,https://www.youtube.com/channel/UCRCpFAxbdi5QBtaRWT60guA,, PR,sites.uem.br/dzo-pet/
PET Pedagogia UFSC,Universidade Federal de Santa Catarina,Campus Florianópolis,Florianópolis ,petpedagogia07@gmail.com,,Ciências Humanas,"São três eixos de foco das ações do grupo: Processos Educativos, sujeitos e Relações Raciais (ERER); Núcleo de pesquisa da EJA – Práticas Educativas E Processos De Escolarização de Educação De Jovens E Adultos (EJA); Literatura Infantil e Juvenil.",2007,https://instagram.com/petpedagogia07,https://www.facebook.com/PETPedagogiaUFSC/,,https://www.youtube.com/channel/UCEwbqXp4S9sZbbDWRe_UAqw,, SC,petpedagogiaufsc.paginas.ufsc.br/
PET Engenharia de Computação,Universidade Tecnológica Federal do Paraná,Campus Curitiba,Curitiba ,petecoutfpr@gmail.com,dainf.ct.utfpr.edu.br/peteco/,Engenharias,,2010,https://instagram.com/peteco_utfpr,https://www.facebook.com/petecoutf,,https://www.youtube.com/c/PETECOUTFPR/featured,, PR,dainf.ct.utfpr.edu.br/peteco/
PET CoCE,Universidade Tecnológica Federal do Paraná,Campus Curitiba,Curitiba ,petcoce.rh@gmail.com,www.dainf.ct.utfpr.edu.br/petcoce/,Interdisciplinar,Computação e Inclusão,2010,https://instagram.com/petcoce_utfpr,https://facebook.com/petcoce,,https://www.youtube.com/channel/UCeVybTTPnKXIzhtgzP1fX2A,, PR,www.dainf.ct.utfpr.edu.br/petcoce/
PET Zootecnia,Universidade Tecnológica Federal do Paraná,Campus Dois Vizinhos,Dois Vizinhos ,petzootecnia.utfpr.dv@gmail.com,,Ciências Agrárias,,2007,https://instagram.com/petzootecnia_utfprdv,https://www.facebook.com/petzooutfprdv,,https://www.youtube.com/channel/UCl0tGR6BNCan0gUN5yjSDuA,, PR,portal.utfpr.edu.br/cursos/coordenacoes/graduacao/dois-vizinhos/dv-zootecnia/area-academica/projetos-de-graduacao
PET ENGENHARIA QUÍMICA,Universidade Tecnológica Federal do Paraná,Campus Ponta Grossa,Ponta Grossa ,pet-pg@utfpr.edu.br,pet-pg.wixsite.com/pet-eq,Engenharias,,2012,https://instagram.com/%20petequtfprpg,https://www.facebook.com/petequtfpr,,https://www.youtube.com/channel/UCHXHVAsPVKnd8RxTLIY8OUA,https://www.linkedin.com/company/pet-engenharia-qu%C3%ADmica-utfpr-pg/about/, PR,
PET Política Públicas,Universidade Tecnológica Federal do Paraná,Campus Curitiba,Curitiba ,comunicacao.petpp@gmail.com,petpp.utfpr.edu.br/,Interdisciplinar,Políticas Públicas,2012,https://instagram.com/pet.politicaspublicas,https://www.facebook.com/petpputfpr,,,https://www.youtube.com/results?search_query=pet+pol%C3%ADticas+p%C3%BAbicas, PR,petpp.utfpr.edu.br/
PET Tecnologia em Alimentos,Universidade Tecnológica Federal do Paraná,Campus Londrina,Londrina ,alimentospet@gmail.com,,Ciências Agrárias,,2010,https://instagram.com/pet_tecnologiaemalimentos,https://www.facebook.com/petalimentosutfprld,,https://www.youtube.com/channel/UC9Q_LBDDCCLZeG7Lx92qakQ/featured,http://petalimentosutfpr.blogspot.com/, PR,
PET Agronomia,Universidade Tecnológica Federal do Paraná,Campus Pato Branco,Pato Branco ,petagronomiautfpr@gmail.com,petagronomia.wordpress.com/,Ciências Agrárias,,2006,https://instagram.com/petagronomiautfpr,,,https://www.youtube.com/user/PETAgroUTFPR,, PR,portal.utfpr.edu.br/cursos/coordenacoes/graduacao/pato-branco/pb-agronomia/area-academica/projetos-de-graduacao
PET Física,Universidade Estadual de Maringá,Campus Sede,Maringá ,petfisicauem@gmail.com,petfisicauem.wixsite.com/petfisicauem,Ciências Exatas e da Terra,,1991,https://instagram.com/petfisicauem,https://www.facebook.com/petfisicauem,,https://www.youtube.com/channel/UC7-TUbyF6VFE9QvxUoq2lrQ,, PR,
PET em Ciência da Computação,Universidade do Estado do Rio Grande do Norte,Campus Mossoró,Mossoró ,petcc@uern.br,petcc.uern.br,Ciências Exatas e da Terra,,2010,https://instagram.com/petccuern,,,,, RN,petcc.uern.br
PET Agronomia - IFPA,"Instituto Federal de Educação, Ciência e Tecnologia do Pará",Campus Castanhal,Castanhal ,petagro_ifpa@yahoo.com.br,,Ciências Agrárias,,2010,https://instagram.com/petagro_ifpa,https://www.facebook.com/petagro.agronomia,,https://www.youtube.com/channel/UCJ9hPoIefUR7g8kxR6tbK4w/featured,, PA,proen.ifpa.edu.br/pet
"PET Zootecnia ""João Dimas Graciano""",Fundação Universidade Federal da Grande Dourados,Campus Unidade II,Dourados ,rodrigogarcia@ufgd.edu.br,petzooufgd.blogspot.com/,Ciências Agrárias,Zootecnia,2007,https://instagram.com/petzootec_ufgd,https://www.facebook.com/pg/PETZootecniaUFGD/,,https://www.youtube.com/channel/UCzXCmnRAxrhF6rHWF8GT_Ig,, MS,portal.ufgd.edu.br/programas/pet/index
PET Zootecnia UFSM,Universidade Federal de Santa Maria,Campus Santa Maria,Santa Maria ,petzootecniaufsm@gmail.com,,Ciências Agrárias,,2009,https://instagram.com/petzootecnia_ufsm,https://www.facebook.com/petzootecnia,,https://www.youtube.com/channel/UCkLnE9et1vq1b-zp227u-GA,, RS,www.ufsm.br/pet/zootecnia/
PET Bacharelado em Bioquímica,Universidade Federal de Viçosa,Campus Viçosa,Viçosa ,petbioquimicaufv@gmail.com,petbqiufv.wixsite.com/petbqi,Ciências Biológicas,,2010,https://instagram.com/petbioquimica,https://www.facebook.com/petbqiufv,,https://www.youtube.com/channel/UCj9zhyjqip2G0SsFWUNb4Gg,https://www.linkedin.com/in/petbqi-ufv/, MG,www.petecd.ufv.br/?page_id=66
PET Nutrição,Universidade Federal de Viçosa,Campus Viçosa,Viçosa ,petnut@ufv.br,,Ciências da Saúde,,1990,https://instagram.com/petnut.ufv,https://facebook.com/petnutricaoufv/,,,, MG,pe1nutufv.wixsite.com/petnut
PET Geologia UFC,Universidade Federal do Ceará,Campus Pici,Fortaleza ,petgeologiaufc@gmail.com,,Ciências Exatas e da Terra,,2016,https://instagram.com/protopetgeologia,https://www.facebook.com/protopetgeologiaUFC,,,, CE,
PET Engenharia Florestal,Universidade Federal do Amazonas,Campus Manaus,Manaus ,florestal.pet.ufam@gmail.com,,Ciências Agrárias,,1993,https://instagram.com/petflorestal_ufam,https://facebook.com/petflorestal.ufam/,,https://www.youtube.com/channel/UC8QDtg2xfrtfdjt2nlMrL7Q,, AM,
PET Elétrica,Universidade Federal de Mato Grosso do Sul,Campus Cidade Universitária,Campo Grande ,pet.eletrica.ufms@gmail.com,,Engenharias,"Estudo e desenvolvimento de ações na área de conservação de energia elétrica, mediante análises/simulações, otimizações de equipamentos, visando estabelecer economia de energia nas instalações e circuitos elétricos.",1994,https://instagram.com/petelufms,https://www.facebook.com/petelufms/,,https://youtube.com/channel/UC9KQM4uY6Vsr1h2hQh049wg,, MS,engeletrica.ufms.br/pet/
PET Fronteira,Universidade Federal de Mato Grosso do Sul,Campus Ponta Porã,Ponta Porã ,anderson.lima@ufms.br,,Ciências Exatas e da Terra,,2010,https://instagram.com/petfronteira,https://www.facebook.com/pet.fronteira,,https://www.youtube.com/channel/UCmXYZOcW41XLfjlisLgv5eA,, MS,
PET Administração,Universidade Federal de Campina Grande,Campus Campina Grande,Campina Grande ,petadmufcg@gmail.com,www.petadministracao.ufcg.edu.br/,Ciências Sociais Aplicadas,,2010,https://instagram.com/petadmufcg,https://www.facebook.com/petadmufcg,https://twitter.com/petadmufcg,https://www.youtube.com/user/PETAdministracaoCG,https://www.linkedin.com/company/petadmufcg/, PB,
GET Medicina,Universidade Federal de Juiz de Fora,Campus Juiz de Fora,Juiz de Fora ,get.medicina@gmail.com,,Ciências da Saúde,Medicina,2009,https://instagram.com/get.medicina.ufjf,https://www.facebook.com/profile.php?id=100010984934399,,https://www.youtube.com/channel/UCxg5aEYdVuG5jVy3otkW4fA,, MG,www.ufjf.br/getmedicina/
PET Licenciaturas,"Instituto Federal de Educação, Ciência e Tecnologia da Bahia",Campus Porto Seguro,Porto Seguro ,petlicenciaturasifba@gmail.com,,Interdisciplinar,,2013,https://instagram.com/pet_licenciaturas,https://www.facebook.com/petlicenciaturasps,,https://www.youtube.com/channel/UCZZS04CDhgiuDfobQUG5icg/about,, BA,
PET Biblioteconomia,Universidade Federal do Maranhão,Campus São Luís,São Luís ,petbiblioteconomiaufma@gmail.com,petbiblioteconomiaufma.wordpress.com/,Ciências Sociais Aplicadas,,1988,https://instagram.com/petbiblioufma,https://www.facebook.com/pg/petbiblioteconomiaufma/,,,, MA,
PET Engenharia Elétrica,Universidade Federal da Paraíba,Campus João Pessoa,João Pessoa ,pet.eletrica@cear.ufpb.br,www.cear.ufpb.br/peteletrica,Engenharias,,2013,https://instagram.com/peteletrica,,,https://www.youtube.com/c/PETEl%C3%A9tricaUFPBMinicursos,, PB,
PET Floresta,Universidade Federal Rural do Rio de Janeiro,Campus Seropédica,Seropédica ,petfloresta.rural@gmail.com,,Ciências Agrárias,Práticas Sustentáveis,2010,https://instagram.com/https://www.instagram.com/petflorestaufrrj/?hl=pt-br,https://www.facebook.com/PETFloresta.UFRuralRJ,,https://www.youtube.com/channel/UC_GzH3oxhS2c7cRbsVzGSCQ,, RJ,r1.ufrrj.br/grupospetrural/pet-floresta/
PET Engenharia Mecânica,Universidade Federal de Campina Grande,Campus Campina Grande,Campina Grande ,petmeccampina@gmail.com,petmec-cg.wixsite.com/petmec-cg,Engenharias,,2012,https://instagram.com/petmeccampina,https://www.facebook.com/PetmecCg,,https://www.youtube.com/channel/UCsbVSffIKclcuvTmdQyzCug,https://linktr.ee/PETMECCG, PB,
PROPET Fonoaudiologia,Universidade Federal Fluminense,Campus Nova Friburgo,Nova Friburgo ,petfono1@gmail.com,sites.google.com/view/propetfono/home,Ciências da Saúde,,2013,https://instagram.com/pro_pet_fono,https://www.facebook.com/pet.fono.5/,,https://www.youtube.com/channel/UCCC6GXBLq05StzdhsyHK-qQ,, RJ,
PET Bacharelado em Zootecnia,Universidade Federal Rural de Pernambuco,Campus Dois Irmãos,Recife ,petzootecniaufrpe1@gmail.com,www.petzootecnia.com.br,Ciências Agrárias,"Extensão, pesquisa e ensino em zootecnia",1992,https://instagram.com/petzootecniaufrpe,https://www.facebook.com/petzootec/,,https://www.youtube.com/channel/UCiFSn47d_8k97QmwyTJ0uNA,https://linktr.ee/petzooufrpe, PE,
PET Bacharelado em Ciências Biológicas,Universidade Federal Rural de Pernambuco,Campus Dois Irmãos,Recife ,petbio@gmail.com,,Ciências Biológicas,,1991,https://instagram.com/petbioufrpe,https://www.facebook.com/PETbiologiaUFRPE/,,,, PE,
PET Zootecnia,Universidade Federal de Uberlândia,Campus Glória,Glória ,ufu.zoopet@gmail.com,www.petzoo.famev.ufu.br,Ciências Agrárias,,2011,https://instagram.com/zoopetufu,,,,, MG,www.famev.ufu.br/unidades/pet/pet-do-curso-de-zootecnia
PET Bacharelado em Sistemas de Informação,Universidade Federal de Uberlândia,Campus Santa Mônica,Uberlândia ,petsiufu@gmail.com,www.petsi.facom.ufu.br/,Interdisciplinar,,2012,https://instagram.com/petsi_ufu,https://cenapet.org/grupos/125/facebook.com/petsi.ufu,https://twitter.com/petsiufu,,, MG,
PET Geografia,Universidade Federal de Mato Grosso do Sul,Campus Três Lagoas - Unidade I,Três Lagoas ,pet-geo.cptl@ufms.br,petgeoufmscptl.blogspot.com/,Ciências Humanas,Geografia,1988,https://instagram.com/petgeo_cptl,https://facebook.com/petgeografiaufmscptl/,,https://youtube.com/channel/UCQzbR_hrt4clC8dLA79DJ4g,, MS,
PET Administração Pública,Universidade Estadual Paulista Júlio de Mesquita Filho,Campus Araraquara,Araraquara ,petadm@gmail.com,,Ciências Sociais Aplicadas,,1992,https://instagram.com/petadmpublicaunesp,https://www.facebook.com/PETAdministracaoPublica,,https://www.youtube.com/user/jubusnardi,, SP,www.fclar.unesp.br/#!/petadmpublica
PET Intercultural Indígena,Universidade Federal de Pernambuco,Campus Caruaru,Caruaru ,daniel.ferreirasilva@ufpe.br,,Interdisciplinar,,2010,https://instagram.com/petindigenaufpe,,,,, PE,
PET Ciências Natuais,Fundação Universidade Federal do Tocantins,Campus Araguaína,Araguaína ,petcnat@gmail.com,petcnat.blogspot.com/,Interdisciplinar,,2010,https://instagram.com/petcnat,,,,, TO,
PET Engenharia Elétrica,Universidade Federal de Campina Grande,Campus Campina Grande,Campina Grande ,pet@ee.ufcg.edu.br,sites.google.com/ee.ufcg.edu.br/peteletrica,Engenharias,,2012,https://instagram.com/peteletricaufcg,,,,, PB,
PET Conexões Acesso e Sucesso no Ensino Superior,Universidade Federal do Rio de Janeiro,Campus Duque de Caxias,Duque de Caxias ,petacessofeufrj@gmail.com,,Ciências Humanas,Acesso de estudantes de origem popular e permanência ao ensino superior,2017,https://instagram.com/pet.acessoufrj,https://www.facebook.com/petacessoufrj/,,,, RJ,
PET Odontologia,Universidade Federal de Alfenas,Campus Alfenas,Alfenas ,pet.odontologia@unifal-mg.edu.br,,Ciências da Saúde,,1991,https://instagram.com/petodontounifal,https://www.facebook.com/petodontounifalmg,,https://www.youtube.com/channel/UC0Fd4jrk--HCNYEpYuH5eAg,, MG,www.unifal-mg.edu.br/odonto/petodontologia
PET AutoNet,"Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso",Campus Cuiabá,Cel. Octayde Jorge da Silva ,autonet@gmail.com,petautonet.com/,Engenharias,Robótica,2010,https://instagram.com/petautonet,https://www.facebook.com/petautonet/,,,, MT,
PET Pedagogia,Universidade Federal de Campina Grande,Campus Campina Grande,Campina Grande ,ufcgpetpedagogiapet@gmail.com,pedagogiaufcg.blogspot.com/,Interdisciplinar,"Ensino, Pesquisa e Extensão",2006,https://instagram.com/petpedagogia,https://www.facebook.com/PET-Pedagogia-UFCG-1638600306368983,,https://www.youtube.com/channel/UCQ1SzURWSd8XS9AfNDOEZRw,, PB,
PET Cinema,Universidade Federal do Recôncavo da Bahia,Campus Cachoeira,Cachoeira ,petcinema@ufrb.edu.br,www.petcinemaufrb.com.br,"Linguística, Letras e Arte",Cinema e Educação,2010,https://instagram.com/petcinema,,,,https://soundcloud.com/search?q=PET%20Cinema%20UFRB, BA,www2.ufrb.edu.br/cinema/pet-cinema
PET Nutrição,Universidade Federal de Santa Catarina,Campus Florianópolis,Florianópolis ,petntr@gmail.com,www.petnutriufsc.com/,Ciências da Saúde,,1992,https://instagram.com/petnutriufsc,,,,https://linktr.ee/Petnutricaoufsc, SC,ntr.ufsc.br/pet-nutricao/
PET Administração,Universidade Federal Rural de Pernambuco,Campus Dois Irmãos,Recife ,petadmufrpe1@gmail.com,,Ciências Sociais Aplicadas,,2010,https://instagram.com/petadmufrpe,https://www.facebook.com/PETADMINISTRACAOUFRPE/?show_switched_toast=0&show_switched_tooltip=0&show_podcast_settings=0,,,, PE,
PET Indígena,Universidade Federal do Amapá,Campus Binacional de Oiapoque,Oiapoque ,petindigena.clii@gmail.com,,Interdisciplinar,,2010,https://instagram.com/petindigena.clii,https://www.facebook.com/petindigenaunifap,,,, AP,
PET Engenharia Elétrica,Universidade Federal da Bahia,Campus Ondina,Salvador ,peteletrica@ufba.br,www.peteletrica.eng.ufba.br/2017/,Engenharias,,2009,https://instagram.com/peteletricaufba,,,https://www.youtube.com/user/PETeletricaUFBA,, BA,
PET Química,Universidade Estadual Paulista Júlio de Mesquita Filho,Campus Araraquara,Araraquara ,petquimicaunesp@gmail.com,petquimicaunesp.wixsite.com/petquim,Ciências Exatas e da Terra,,1996,https://instagram.com/petquimicaunesp,https://facebook.com/petquimicaunesp,https://twitter.com/PETquimicaaqa,https://m.youtube.com/channel/UC5TZuD4zHkCoO39n_Z_frHA/featured,, SP,
PET Engenharia Química,Universidade Federal de Campina Grande,Campus Campina Grande,Campina Grande ,pet.eq@eq.ufcg.edu.br,,Engenharias,,2010,https://instagram.com/petequfcg,https://www.facebook.com/petequfcg,https://twitter.com/petequfcg,,https://www.linkedin.com/company/28501897/, PB,
PET Economia,Universidade Federal de Campina Grande,Campus Campina Grande,Campina Grande ,peteconomiaufcg@gmail.com,www.peteconomia.ufcg.edu.br,Ciências Sociais Aplicadas,,1988,https://instagram.com/peteconufcg,,,https://youtube.com/channel/UCYs7ZTXBCwrZKdZJ7_Np02g,, PB,
PET Música,Universidade Federal do Cariri,Campus Juazeiro do Norte,Juazeiro do Norte ,petmusica.iisca@ufca.edu.br,petmusica.ufca.edu.br/,"Linguística, Letras e Arte","Ensino, pesquisa e extensão no campo musical.",2012,https://instagram.com/petmusufca,,,https://www.youtube.com/channel/UC7FmY4HSU5rOwnY1WqV3jGQ,, CE,
PET Engenharia Agrícola,Universidade Federal de Lavras,Campus Lavras,Lavras ,pet.agricola@ufla.br,,Ciências Agrárias,,1995,https://instagram.com/petagricolaufla,https://www.facebook.com/PetAgricolaUfla,,https://www.youtube.com/channel/UCiFz8MPADcVqK6eAwGdsr2g,, MG,dea.ufla.br/extensao/pet
PET Medicina Veterinária,Universidade Estadual Paulista Júlio de Mesquita Filho,Campus Jaboticabal,Jaboticabal ,petvet.fcav@gmail.com,,Ciências Agrárias,,1982,https://instagram.com/petvetfcav,https://facebook.com/petvet.fcav,,,, SP,www.fcav.unesp.br/#!/petvet
PET Física,Universidade Federal da Paraíba,Campus João Pessoa,João Pessoa ,petfisica@fisica.ufpb.br,petfisicaufpb.wixsite.com/petfisicaufpb,Ciências Exatas e da Terra,,2009,https://instagram.com/petfisicaufpb,,,,, PB,www.ccen.ufpb.br/PET-Fisica
PET Indígena,Universidade Federal da Paraíba,Campus Litoral Norte,Litoral Norte ,petindigena.ufpb@gmail.com,petindigena.ccae.ufpb.br/,Interdisciplinar,O acesso e a permanência do universitário indígena na academia,2010,https://instagram.com/petindigenapotiguara,,,https://www.youtube.com/watch?v=zLvACchZwwI&t=283s,, PB,
PET Protagonismo Juvenil em Periferias Urbanas,Universidade Federal da Paraíba,Campus João Pessoa,João Pessoa ,protagonismojuvenilpet@gmail.com,,Ciências Humanas,Educação,2010,https://instagram.com/pet.protagonismojuvenil,,,,, PB,
PET Engenharia Agrícola,Fundação Universidade Federal da Grande Dourados,Campus Unidade II,Dourados ,petengagricola@ufgd.edu.br,,Ciências Agrárias,,2010,https://instagram.com/pet_engenharia_agricola_ufgd,https://facebook.com/petagricolaufgd/,,https://www.youtube.com/channel/UCKXBgfbzrjNanAOptYt6OMQ,, MS,
PET Engenharia Têxtil,Universidade Estadual de Maringá,Campus Goioerê,Goioerê ,pettextil@gmail.com,,Engenharias,,2012,https://instagram.com/pet.engtextil,https://www.facebook.com/PETtextil/,,,, PR,
PET Engenharia de Alimentos,Universidade Federal de Goiás,Campus Samambaia,Goiânia ,petengali@gmail.com,,Ciências Agrárias,,2006,https://instagram.com/petengali_ufg,https://www.facebook.com/PETengAliUFG/,,https://www.youtube.com/channel/UC0qsNtWhO7du11DUufKy_YQ,https://www.linkedin.com/in/pet-engenharia-de-alimentos-454b69180/, GO,pet.agro.ufg.br/
PET Biblioteconomia e Ciência da Informação,Universidade Federal de São Carlos,Campus São Carlos,São Carlos ,petbci@ufscar.br,www.petbci.ufscar.br/,Ciências Sociais Aplicadas,,2010,https://instagram.com/petbci,https://www.facebook.com/petbci,https://twitter.com/petbciufscar,https://www.youtube.com/petbciufscar,https://www.linkedin.com/company/pet-bci-ufscar/about/, SP,
PET Biologia,Universidade Federal Rural de Pernambuco,Campus Serra Talhada,Serra Talhada ,petbiologia.uast@ufrpe.br,petbiologicasuast.wixsite.com/petbiologiauast,Ciências Biológicas,Potencialidades do Semiárido,2010,https://instagram.com/petbiouast,,,https://www.youtube.com/channel/UCDJvPO1Xh4bsGTaN4XURppA,, PE,www.preg.ufrpe.br/br/grupos-pet
PET Elétrica,Universidade Federal de Juiz de Fora,Campus Juiz de Fora,Juiz de Fora ,pet.eletrica@engenharia.ufjf.br,peteletrica.com/,Engenharias,,1991,https://instagram.com/%20peteletricaufjf,https://www.facebook.com/peteletricaufjf,https://twitter.com/peteletricaufjf,https://www.youtube.com/user/peteleticaufjf,https://www.linkedin.com/company/peteletricaufjf, MG,www.ufjf.br/peteletrica/
PET Engenharia de Alimentos,Universidade Federal de Lavras,Campus Lavras,Lavras ,petalimentos.dca@ufla.br,,Ciências Agrárias,"Dedicação em aprender sobre as áreas de Engenharia, Ciência e Tecnologia de Alimentos. Assim como, inovar as práticas e técnicas pedagógicas utilizadas no curso o de graduação, contribuindo para a redução da taxa de evasão e retenção e para a formação de profissionais de alto nível técnico, com conceitos fundamentais da ciência, habilidades e competências necessárias ao exercício profissional, mas também com visão de mundo e comprometimento social, ético e cidadão.",2013,https://instagram.com/petalimentosufla,,,https://www.youtube.com/user/petalimentosufla/featured,https://www.linkedin.com/company/pet-engenharia-de-alimentos/, MG,www.dca.ufla.br/petalimentos/
PET Engenharia Química,Universidade Federal do Rio Grande do Norte,Campus Central,Natal ,eqpeteq@gmail.com,,Engenharias,,1996,https://instagram.com/petequfrn,https://cenapet.org/grupos/156/facebook.com/petequfrn,,https://www.youtube.com/channel/UC_KwXLBja8lDctfsAxbniFQ,https://br.linkedin.com/company/petequfrn, RN,
PET Medicina Veterinária,Universidade Federal de Uberlândia,Campus Umuarama,Uberlândia ,petmedvetufu@gmail.com,www.pet.famev.ufu.br/,Ciências Agrárias,,2006,https://instagram.com/petmedvet.ufu,https://www.facebook.com/petmedvetufu,,https://www.youtube.com/channel/UCVk0mkSvqwiYdv8ha5NfuZg,, MG,
PET Medicina UFTM,Universidade Federal do Triângulo Mineiro,Campus Uberaba,Uberaba ,petmedicinauftm@gmail.com,petmeduftm.wixsite.com/medicina,Ciências da Saúde,,1988,https://instagram.com/petmeduftm,https://www.facebook.com/PET-Medicina-UFTM-361684677236765/,,https://www.youtube.com/channel/UCPFxKJzRLHcsvJTA9DOZP6A,, MG,
PET Administração,Universidade Federal do Ceará,Campus Benfica,Fortaleza ,petadmufc@ufc.br,www.petadm.ufc.br/,Ciências Sociais Aplicadas,,2011,https://instagram.com/petadmufc,,,https://www.youtube.com/channel/UC-ffd_f3Lis4_4NSBk_gR5Q,https://www.linkedin.com/in/pet-adm-ufc-009119199/, CE,
PET Psicologia Geografia/Ciências Sociais,Fundação Universidade Federal da Grande Dourados,Campus Unidade II,Dourados ,petpsicologiaufgd@gmail.com,www.petpsicologiaufgd.com/,Ciências Humanas,,2010,https://instagram.com/petpsicologiaufgd,https://www.facebook.com/PETPSICOLOGIAUFGD,,https://www.youtube.com/channel/UC7B2XXyGs-f9OueofSknCjg,, MS,
